filename,true_ppm_hour,risk_band,split
train/sample_0087.jpg,8.788,caution,train
train/sample_0088.jpg,8.788,caution,train
train/sample_0089.jpg,8.788,caution,train
train/sample_0090.jpg,9.091,caution,train
train/sample_0091.jpg,9.091,caution,train
train/sample_0092.jpg,9.091,caution,train
train/sample_0093.jpg,9.394,caution,train
train/sample_0094.jpg,9.394,caution,train
train/sample_0095.jpg,9.394,caution,train
train/sample_0096.jpg,9.697,caution,train
train/sample_0097.jpg,9.697,caution,train
train/sample_0098.jpg,9.697,caution,train
train/sample_0099.jpg,10.0,caution,train
train/sample_0100.jpg,10.0,caution,train
train/sample_0101.jpg,10.0,caution,train
train/sample_0102.jpg,10.303,caution,train
train/sample_0103.jpg,10.303,caution,train
train/sample_0104.jpg,10.303,caution,train
train/sample_0105.jpg,10.606,caution,train
train/sample_0106.jpg,10.606,caution,train
train/sample_0107.jpg,10.606,caution,train
train/sample_0108.jpg,10.909,caution,train
train/sample_0109.jpg,10.909,caution,train
train/sample_0110.jpg,10.909,caution,train
train/sample_0111.jpg,11.212,caution,train
train/sample_0112.jpg,11.212,caution,train
train/sample_0113.jpg,11.212,caution,train
train/sample_0114.jpg,11.515,caution,train
train/sample_0115.jpg,11.515,caution,train
train/sample_0116.jpg,11.515,caution,train
train/sample_0117.jpg,11.818,caution,train
train/sample_0118.jpg,11.818,caution,train
train/sample_0119.jpg,11.818,caution,train
train/sample_0120.jpg,12.121,caution,train
train/sample_0121.jpg,12.121,caution,train
train/sample_0122.jpg,12.121,caution,train
train/sample_0123.jpg,12.424,caution,train
train/sample_0124.jpg,12.424,caution,train
train/sample_0125.jpg,12.424,caution,train
train/sample_0126.jpg,12.727,caution,train
train/sample_0127.jpg,12.727,caution,train
train/sample_0128.jpg,12.727,caution,train
train/sample_0129.jpg,13.03,caution,train
train/sample_0130.jpg,13.03,caution,train
train/sample_0131.jpg,13.03,caution,train
train/sample_0132.jpg,13.333,caution,train
train/sample_0133.jpg,13.333,caution,train
train/sample_0134.jpg,13.333,caution,train
train/sample_0135.jpg,13.636,caution,train
train/sample_0136.jpg,13.636,caution,train
train/sample_0137.jpg,13.636,caution,train
train/sample_0138.jpg,13.939,caution,train
train/sample_0139.jpg,13.939,caution,train
train/sample_0140.jpg,13.939,caution,train
train/sample_0141.jpg,14.242,caution,train
train/sample_0142.jpg,14.242,caution,train
train/sample_0143.jpg,14.242,caution,train
train/sample_0144.jpg,14.545,caution,train
train/sample_0145.jpg,14.545,caution,train
train/sample_0146.jpg,14.545,caution,train
train/sample_0147.jpg,14.848,caution,train
train/sample_0148.jpg,14.848,caution,train
train/sample_0149.jpg,14.848,caution,train
train/sample_0150.jpg,15.152,caution,train
train/sample_0151.jpg,15.152,caution,train
train/sample_0152.jpg,15.152,caution,train
train/sample_0153.jpg,15.455,caution,train
train/sample_0154.jpg,15.455,caution,train
train/sample_0155.jpg,15.455,caution,train
train/sample_0156.jpg,15.758,caution,train
train/sample_0157.jpg,15.758,caution,train
train/sample_0158.jpg,15.758,caution,train
train/sample_0159.jpg,16.061,caution,train
train/sample_0160.jpg,16.061,caution,train
train/sample_0161.jpg,16.061,caution,train
train/sample_0162.jpg,16.364,caution,train
train/sample_0163.jpg,16.364,caution,train
train/sample_0164.jpg,16.364,caution,train
train/sample_0165.jpg,16.667,caution,train
train/sample_0166.jpg,16.667,caution,train
train/sample_0167.jpg,16.667,caution,train
train/sample_0168.jpg,16.97,caution,train
train/sample_0169.jpg,16.97,caution,train
train/sample_0170.jpg,16.97,caution,train
train/sample_0171.jpg,17.273,caution,train
train/sample_0172.jpg,17.273,caution,train
train/sample_0173.jpg,17.273,caution,train
train/sample_0174.jpg,17.576,caution,train
train/sample_0175.jpg,17.576,caution,train
train/sample_0176.jpg,17.576,caution,train
train/sample_0177.jpg,17.879,caution,train
train/sample_0178.jpg,17.879,caution,train
train/sample_0179.jpg,17.879,caution,train
train/sample_0180.jpg,18.182,caution,train
train/sample_0181.jpg,18.182,caution,train
train/sample_0182.jpg,18.182,caution,train
train/sample_0183.jpg,18.485,caution,train
train/sample_0184.jpg,18.485,caution,train
train/sample_0185.jpg,18.485,caution,train
train/sample_0186.jpg,18.788,caution,train
train/sample_0187.jpg,18.788,caution,train
train/sample_0188.jpg,18.788,caution,train
train/sample_0189.jpg,19.091,caution,train
train/sample_0190.jpg,19.091,caution,train
train/sample_0191.jpg,19.091,caution,train
train/sample_0192.jpg,19.394,caution,train
train/sample_0193.jpg,19.394,caution,train
train/sample_0194.jpg,19.394,caution,train
train/sample_0195.jpg,19.697,caution,train
train/sample_0196.jpg,19.697,caution,train
train/sample_0197.jpg,19.697,caution,train
train/sample_0198.jpg,20.0,danger,train
train/sample_0199.jpg,20.0,danger,train
train/sample_0200.jpg,20.0,danger,train
train/sample_0201.jpg,20.303,danger,train
train/sample_0202.jpg,20.303,danger,train
train/sample_0203.jpg,20.303,danger,train
train/sample_0204.jpg,20.606,danger,train
train/sample_0205.jpg,20.606,danger,train
train/sample_0206.jpg,20.606,danger,train
train/sample_0207.jpg,20.909,danger,train
train/sample_0208.jpg,20.909,danger,train
train/sample_0209.jpg,20.909,danger,train
train/sample_0210.jpg,21.212,danger,train
train/sample_0211.jpg,21.212,danger,train
train/sample_0212.jpg,21.212,danger,train
train/sample_0213.jpg,21.515,danger,train
train/sample_0214.jpg,21.515,danger,train
train/sample_0215.jpg,21.515,danger,train
train/sample_0216.jpg,21.818,danger,train
train/sample_0217.jpg,21.818,danger,train
train/sample_0218.jpg,21.818,danger,train
train/sample_0219.jpg,22.121,danger,train
train/sample_0220.jpg,22.121,danger,train
train/sample_0221.jpg,22.121,danger,train
train/sample_0222.jpg,22.424,danger,train
train/sample_0223.jpg,22.424,danger,train
train/sample_0224.jpg,22.424,danger,train
train/sample_0225.jpg,22.727,danger,train
train/sample_0226.jpg,22.727,danger,train
train/sample_0227.jpg,22.727,danger,train
train/sample_0228.jpg,23.03,danger,train
train/sample_0229.jpg,23.03,danger,train
train/sample_0230.jpg,23.03,danger,train
train/sample_0231.jpg,23.333,danger,train
train/sample_0232.jpg,23.333,danger,train
train/sample_0233.jpg,23.333,danger,train
train/sample_0234.jpg,23.636,danger,train
train/sample_0235.jpg,23.636,danger,train
train/sample_0236.jpg,23.636,danger,train
train/sample_0237.jpg,23.939,danger,train
train/sample_0238.jpg,23.939,danger,train
train/sample_0239.jpg,23.939,danger,train
train/sample_0240.jpg,24.242,danger,train
train/sample_0241.jpg,24.242,danger,train
train/sample_0242.jpg,24.242,danger,train
train/sample_0243.jpg,24.545,danger,train
train/sample_0244.jpg,24.545,danger,train
train/sample_0245.jpg,24.545,danger,train
train/sample_0246.jpg,24.848,danger,train
train/sample_0247.jpg,24.848,danger,train
train/sample_0248.jpg,24.848,danger,train
train/sample_0249.jpg,25.152,danger,train
train/sample_0250.jpg,25.152,danger,train
train/sample_0251.jpg,25.152,danger,train
train/sample_0252.jpg,25.455,danger,train
train/sample_0253.jpg,25.455,danger,train
train/sample_0254.jpg,25.455,danger,train
train/sample_0255.jpg,25.758,danger,train
train/sample_0256.jpg,25.758,danger,train
train/sample_0257.jpg,25.758,danger,train
train/sample_0258.jpg,26.061,danger,train
train/sample_0259.jpg,26.061,danger,train
train/sample_0260.jpg,26.061,danger,train
train/sample_0261.jpg,26.364,danger,train
train/sample_0262.jpg,26.364,danger,train
train/sample_0263.jpg,26.364,danger,train
train/sample_0264.jpg,26.667,danger,train
train/sample_0265.jpg,26.667,danger,train
train/sample_0266.jpg,26.667,danger,train
train/sample_0267.jpg,26.97,danger,train
train/sample_0268.jpg,26.97,danger,train
train/sample_0269.jpg,26.97,danger,train
train/sample_0270.jpg,27.273,danger,train
train/sample_0271.jpg,27.273,danger,train
train/sample_0272.jpg,27.273,danger,train
train/sample_0273.jpg,27.576,danger,train
train/sample_0274.jpg,27.576,danger,train
train/sample_0275.jpg,27.576,danger,train
train/sample_0276.jpg,27.879,danger,train
train/sample_0277.jpg,27.879,danger,train
train/sample_0278.jpg,27.879,danger,train
train/sample_0279.jpg,28.182,danger,train
train/sample_0280.jpg,28.182,danger,train
train/sample_0281.jpg,28.182,danger,train
train/sample_0282.jpg,28.485,danger,train
train/sample_0283.jpg,28.485,danger,train
train/sample_0284.jpg,28.485,danger,train
train/sample_0285.jpg,28.788,danger,train
train/sample_0286.jpg,28.788,danger,train
train/sample_0287.jpg,28.788,danger,train
train/sample_0288.jpg,29.091,danger,train
train/sample_0289.jpg,29.091,danger,train
train/sample_0290.jpg,29.091,danger,train
train/sample_0291.jpg,29.394,danger,train
train/sample_0292.jpg,29.394,danger,train
train/sample_0293.jpg,29.394,danger,train
train/sample_0294.jpg,29.697,danger,train
train/sample_0295.jpg,29.697,danger,train
train/sample_0296.jpg,29.697,danger,train
train/sample_0297.jpg,30.0,danger,train
train/sample_0298.jpg,30.0,danger,train
train/sample_0299.jpg,30.0,danger,train
train/sample_0300.jpg,30.303,danger,train
train/sample_0301.jpg,30.303,danger,train
train/sample_0302.jpg,30.303,danger,train
train/sample_0303.jpg,30.606,danger,train
train/sample_0304.jpg,30.606,danger,train
train/sample_0305.jpg,30.606,danger,train
train/sample_0306.jpg,30.909,danger,train
train/sample_0307.jpg,30.909,danger,train
train/sample_0308.jpg,30.909,danger,train
train/sample_0309.jpg,31.212,danger,train
train/sample_0310.jpg,31.212,danger,train
train/sample_0311.jpg,31.212,danger,train
train/sample_0312.jpg,31.515,danger,train
train/sample_0313.jpg,31.515,danger,train
train/sample_0314.jpg,31.515,danger,train
train/sample_0315.jpg,31.818,danger,train
train/sample_0316.jpg,31.818,danger,train
train/sample_0317.jpg,31.818,danger,train
train/sample_0318.jpg,32.121,danger,train
train/sample_0319.jpg,32.121,danger,train
train/sample_0320.jpg,32.121,danger,train
